"GEOID","county_name","date","week","RED","NIR","BLUE","soy_area_m2","mean_EDVI","year","NDVI"
51137,"Orange","2013-03-26",12,0.106036368110236,0.311845285433071,0.0502854527559055,18128301.1764706,0.318373957394982,2013,0.492505271714461
51113,"Madison","2013-03-26",12,0.106222987015904,0.260245890915626,0.0532510014376853,19599861.1764706,0.254429086101523,2013,0.420289179176897
51111,"Lunenburg","2013-03-26",12,0.0755391647017213,0.228965762791794,0.0385624675784013,14854662.3529412,0.278037575765177,2013,0.503855879617384
51037,"Charlotte","2013-03-26",12,0.0793536319998473,0.225022450471428,0.0407848856739321,22485409.4117647,0.264034900381432,2013,0.478581685160259
51049,"Cumberland","2013-03-26",12,0.0872819764254386,0.239601340460526,0.0466674314692982,3499655.29411765,0.266415040731219,2013,0.465974726046436
51083,"Halifax","2013-03-26",12,0.0846695338071537,0.228004702526573,0.0431617851041842,16151470.5882353,0.256334294220228,2013,0.458416946660209
51171,"Shenandoah","2013-03-26",12,0.137283571428571,0.344185714285714,0.0622321428571428,15219197.6470588,0.298181499829735,2013,0.429730720102306
51117,"Mecklenburg","2013-03-26",12,0.0752521052164498,0.229725811886548,0.0396386094939742,46862611.7647059,0.279717971931816,2013,0.506507842067559
51139,"Page","2013-03-26",12,0.0627220588235294,0.168724852941176,0.0291413235294118,2254500,0.220339123653526,2013,0.458000468917087
51135,"Nottoway","2013-03-26",12,0.0757779783163265,0.241588003826531,0.03998046875,8032030.58823529,0.29432733577972,2013,0.522456831670029
51147,"Prince Edward","2013-03-26",12,0.1082585,0.2921125,0.052065,1817244.70588235,0.290563980650725,2013,0.459209083574984
51109,"Louisa","2013-03-26",12,0.0494433333333333,0.183854166666667,0.0252479166666667,12198444.7058824,0.278278229270554,2013,0.576134906432059
51029,"Buckingham","2013-03-26",12,0.077190425134489,0.232724606246264,0.0393712843693963,2402516.47058824,0.279385927133192,2013,0.501860721046119
51079,"Greene","2013-03-26",12,0.102883916666667,0.268089083333333,0.0512908333333333,219910.588235294,0.271239212226824,2013,0.445329354607119
51003,"Albemarle","2013-03-26",12,0.0933019375,0.273980375,0.04764025,7568742.35294118,0.298130438627126,2013,0.491933402047505
51125,"Nelson","2013-03-26",12,0.0833173889780632,0.215063047084002,0.0392072565543071,2741400,0.241185469167886,2013,0.441535845461848
51065,"Fluvanna","2013-03-26",12,0.109101006097561,0.286673344947735,0.0573595644599303,2600100,0.282261400602821,2013,0.448670658877162
51011,"Appomattox","2013-03-26",12,0.0900930452071997,0.255682934979768,0.044955396260639,4510810.58823529,0.281602435446811,2013,0.47889355901191
51085,"Hanover","2013-03-26",12,0.055145,0.1604425,0.025225,37964428.2352941,0.226780794254413,2013,0.488421174697049
51145,"Powhatan","2013-03-26",12,0.127535066037736,0.29897691509434,0.0771397594339623,7825492.94117647,0.262513247361752,2013,0.401962562930945
51075,"Goochland","2013-03-26",12,0.0759656234567901,0.215673805555556,0.0362254074074074,4454290.58823529,0.258701366035838,2013,0.479044217621381
51007,"Amelia","2013-03-26",12,0.0858878672150411,0.247806025264395,0.0448025279083431,22294489.4117647,0.280298920872578,2013,0.485229612224119
51165,"Rockingham","2013-03-26",12,0.152446875,0.360845885416667,0.0756640104166667,26027671.7647059,0.290879478498045,2013,0.406004188033936
51790,"Staunton","2013-03-26",12,0.2322175,0.32349,0.1788675,33875.2941176471,0.122438166411228,2013,0.164245578834189
51167,"Russell","2013-04-02",13,0.279105,0.434205,0.2032325,25200,0.183642265401848,2013,0.21743701896791
51031,"Campbell","2013-04-02",13,0.0971070734797297,0.268010190033784,0.0538693623310811,8542521.17647059,0.282835421675938,2013,0.468077337427045
51191,"Washington","2013-04-02",13,0.08631625,0.2640625,0.036314375,934200,0.300283567971463,2013,0.507297460248374
51095,"James City","2013-04-02",13,0.0909755357142857,0.230184464285714,0.0526975,2753523.52941176,0.245644116285639,2013,0.433456621532658
51073,"Gloucester","2013-04-02",13,0.0779493420715019,0.24126514347417,0.0467788847074923,20283631.7647059,0.289059276232439,2013,0.511617764223616
51093,"Isle of Wight","2013-04-02",13,0.0852843043824701,0.251676369123506,0.0485880304780876,49306616.4705882,0.286644096697491,2013,0.493802623937612
51115,"Mathews","2013-04-02",13,0.0688315898885104,0.221564988773614,0.045554274930319,6436796.47058824,0.283425074093604,2013,0.52594765265058
51179,"Stafford","2013-04-02",13,0.0904625559105431,0.253861088258786,0.0501098841853035,5801541.17647059,0.278461224353666,2013,0.474549265248505
51157,"Rappahannock","2013-04-02",13,0.113169523427471,0.290802825738126,0.0604137211168164,1390898.82352941,0.279478606884337,2013,0.43971648722383
51061,"Fauquier","2013-04-02",13,0.097454992435795,0.264500738690001,0.0515578099508629,35977845.8823529,0.277656402420219,2013,0.461508775492078
51153,"Prince William","2013-04-02",13,0.100157133871496,0.269062097811834,0.054590846377643,5982352.94117647,0.277971490696503,2013,0.457465238661248
51059,"Fairfax","2013-04-02",13,0.0798125,0.183515,0.04891625,226267.058823529,0.202088275651236,2013,0.393815685790508
51107,"Loudoun","2013-04-02",13,0.10601690649748,0.25685500787437,0.0566987079283658,16449709.4117647,0.250400031565958,2013,0.41567863315627
51047,"Culpeper","2013-04-02",13,0.101375074769939,0.274029090162139,0.0525522206397896,41489389.4117647,0.281791014001481,2013,0.45991502364775
51187,"Warren","2013-04-02",13,0.108549664634146,0.245277065548781,0.0601889862804878,352898.823529412,0.229858325597395,2013,0.38642473632206
51177,"Spotsylvania","2013-04-02",13,0.082664500729514,0.245314159644474,0.0454612963762506,11802412.9411765,0.284007862359653,2013,0.495915370620434
51043,"Clarke","2013-04-02",13,0.126662141392567,0.285285531610423,0.0673883500640752,9311283.52941177,0.247141797318031,2013,0.38505713374112
51069,"Frederick","2013-04-02",13,0.130718646834936,0.287621786358173,0.0738465920472756,3791954.11764706,0.242586546981092,2013,0.375060900342878
51181,"Surry","2013-04-02",13,0.0823931079402482,0.246966099687593,0.0461625601889367,35048216.4705882,0.286763359497378,2013,0.499676304581422
51097,"King and Queen","2013-04-02",13,0.0833166963537075,0.239125310450842,0.0455199600918023,34469904.7058824,0.274388342885255,2013,0.483214379048257
51119,"Middlesex","2013-04-02",13,0.078699787735849,0.256599363207547,0.0467120990566037,9931037.64705882,0.307226508183084,2013,0.530569716538681
51057,"Essex","2013-04-02",13,0.0801811113046575,0.251293165567323,0.0439839608107271,24910485.8823529,0.297204711074098,2013,0.516215182298297
51133,"Northumberland","2013-04-02",13,0.0795134525637664,0.243846785366493,0.0491922269560658,17521334.1176471,0.288989694095171,2013,0.508205133242663
51137,"Orange","2013-04-02",13,0.0956065254287638,0.280796169940983,0.0496528501406108,18128301.1764706,0.301849413033482,2013,0.491998720493498
51113,"Madison","2013-04-02",13,0.10720224257076,0.284953672119928,0.0553378988938932,19599861.1764706,0.283846613650239,2013,0.453267241141496
51111,"Lunenburg","2013-04-02",13,0.0786681935441629,0.232814051758004,0.0415729460485825,14854662.3529412,0.276194618116811,2013,0.494878473937753
51037,"Charlotte","2013-04-02",13,0.0827669549299525,0.234901145491971,0.0444260149209405,22485409.4117647,0.269923082647434,2013,0.478909246348486
51049,"Cumberland","2013-04-02",13,0.0796549488769695,0.239772265336909,0.0442921614146832,3499655.29411765,0.283303764775795,2013,0.501263853970595
51083,"Halifax","2013-04-02",13,0.0927369418624201,0.246259084282077,0.0493194030119614,16151470.5882353,0.2636778924598,2013,0.452872985461541
51171,"Shenandoah","2013-04-02",13,0.0915515625,0.275509375,0.05141875,15219197.6470588,0.303633126736648,2013,0.501164231075392
51175,"Southampton","2013-04-02",13,0.0809053513339275,0.246535762049909,0.0441524923934721,106673685.882353,0.289449947153231,2013,0.505832664091343
51131,"Northampton","2013-04-02",13,0.0805686056430446,0.254495125492126,0.0482776328740157,34386522.3529412,0.300470677996358,2013,0.519084889492012
51025,"Brunswick","2013-04-02",13,0.0754997879464285,0.240131361607143,0.0403574888392857,23876209.4117647,0.293037500268191,2013,0.521594823240891
51103,"Lancaster","2013-04-02",13,0.0803484101164007,0.236465994637719,0.0492209817224693,12542837.6470588,0.277363534737598,2013,0.492772999518382
51159,"Richmond","2013-04-02",13,0.0776037296407185,0.241716882634731,0.0450468452095808,15713110.5882353,0.290422268037049,2013,0.513944752343286
51117,"Mecklenburg","2013-04-02",13,0.0826462465210527,0.251180530488599,0.0451948932105597,46862611.7647059,0.29169412056271,2013,0.504855498642859
51001,"Accomack","2013-04-02",13,0.0804412038900911,0.251227722135902,0.047069178199386,71282156.4705882,0.296552228924259,2013,0.514930718087307
51081,"Greensville","2013-04-02",13,0.077948845771706,0.239079008637236,0.0414008834537654,35883165.882353,0.286172656704241,2013,0.5082523842138
51139,"Page","2013-04-02",13,0.1134175,0.32008,0.0609475,2254500,0.31388342304128,2013,0.476732853130641
51193,"Westmoreland","2013-04-02",13,0.0792320461803898,0.234843933730406,0.045679350290004,20664924.7058824,0.277667729442611,2013,0.495459371309494
51135,"Nottoway","2013-04-02",13,0.0815108730817088,0.257797638428038,0.0445192027426379,8032030.58823529,0.302637215218703,2013,0.519547135914583
51099,"King George","2013-04-02",13,0.0892869603075309,0.253737484159335,0.0496454106465413,9942614.11764706,0.280784239082222,2013,0.479413425207628
51147,"Prince Edward","2013-04-02",13,0.099717,0.3306125,0.0509705,1817244.70588235,0.351977505788996,2013,0.536555128105324
51109,"Louisa","2013-04-02",13,0.0868992615004435,0.243884924756051,0.047023439044481,12198444.7058824,0.272952843298877,2013,0.474586361071925
51029,"Buckingham","2013-04-02",13,0.0847972099408617,0.260121132779499,0.0456104921148972,2402516.47058824,0.298526599517112,2013,0.508305593306122
51079,"Greene","2013-04-02",13,0.0956431845841785,0.294330545131846,0.0497587373225152,219910.588235294,0.31816511822335,2013,0.509489089668552
51003,"Albemarle","2013-04-02",13,0.0914048969650714,0.261466329128131,0.0486259295591272,7568742.35294118,0.286284416811011,2013,0.481936240724094
51125,"Nelson","2013-04-02",13,0.0743980392632089,0.223376203344644,0.0416974600096946,2741400,0.273010313477865,2013,0.500305744300485
51065,"Fluvanna","2013-04-02",13,0.0989074321746503,0.243350045570157,0.0519648738872404,2600100,0.246898734968038,2013,0.422029094432833
51011,"Appomattox","2013-04-02",13,0.0910031285546186,0.283277244557756,0.0477477103353599,4510810.58823529,0.314284017751957,2013,0.513716801135626
51085,"Hanover","2013-04-02",13,0.084743408277316,0.251411771508691,0.04607841730142,37964428.2352941,0.287463869089594,2013,0.495807809171569
51145,"Powhatan","2013-04-02",13,0.0902619560009488,0.267106028581594,0.0482360607210626,7825492.94117647,0.295823510418679,2013,0.494851470221163
51075,"Goochland","2013-04-02",13,0.0785876709274673,0.24610662405866,0.0446896727606024,4454290.58823529,0.293985981124969,2013,0.515928230701898
51101,"King William","2013-04-02",13,0.0839561896702337,0.240015757183415,0.0455664998206096,22370400,0.274180583387997,2013,0.481707039849595
51087,"Henrico","2013-04-02",13,0.0932807777777778,0.238203269409577,0.0534622377963738,8281087.05882353,0.251712321949371,2013,0.437192959545015
51127,"New Kent","2013-04-02",13,0.0849980770979989,0.241696960768805,0.0462456036937436,8367628.23529412,0.274154029505208,2013,0.479648802424399
51036,"Charles City","2013-04-02",13,0.0902022619047619,0.258188630952381,0.0501730654761905,9293982.35294118,0.284603768402049,2013,0.482177842451529
51183,"Sussex","2013-04-02",13,0.0754894322639069,0.241470575200518,0.0404930905045278,77795675.2941176,0.294819711300111,2013,0.523665885372748
51041,"Chesterfield","2013-04-02",13,0.0830448674496644,0.235368703020134,0.0485765922818792,5985423.52941176,0.269943007741537,2013,0.478383617085559
51149,"Prince George","2013-04-02",13,0.0783915271092865,0.243487564057191,0.0428537981313703,28853181.1764706,0.290998174891317,2013,0.512913207097743
51033,"Caroline","2013-04-02",13,0.0814394209588045,0.239285546452741,0.043944851847436,31457512.9411765,0.278719620041736,2013,0.492154155530376
51053,"Dinwiddie","2013-04-02",13,0.0785388784580742,0.242670297179927,0.0425824627385803,42139485.8823529,0.28959946290055,2013,0.510979857271658
51007,"Amelia","2013-04-02",13,0.0811599511248594,0.26162693295838,0.0441074824521935,22294489.4117647,0.308237630153404,2013,0.526469915312447
51165,"Rockingham","2013-04-02",13,0.1209525,0.30051375,0.064763125,26027671.7647059,0.276586652734691,2013,0.426039451557509
51550,"Chesapeake","2013-04-02",13,0.0850051311048427,0.265001829998662,0.0467229380070211,73904431.7647059,0.304246926266092,2013,0.51426605438453
51800,"Suffolk","2013-04-02",13,0.0791957805090655,0.245078680962343,0.0446740048814505,56922765.882353,0.291303194339389,2013,0.511550924178787
51810,"Virginia Beach","2013-04-02",13,0.0863416124924891,0.248778706758419,0.0513832503791238,26971027.0588235,0.280598168191132,2013,0.484712758178986
51710,"Norfolk","2013-04-02",13,0.1234825,0.22482,0.087705,11700,0.171708537886287,2013,0.290946806296251
51595,"Emporia","2013-04-02",13,0.0807863387265136,0.233137745302714,0.0457120407098121,498614.117647059,0.271915616410089,2013,0.485312896738486
51620,"Franklin","2013-04-02",13,0.0957634768339768,0.271742920849421,0.0557330115830116,571065.882352941,0.29028827145763,2013,0.478847293883162
51540,"Charlottesville","2013-04-02",13,0.0912373364485981,0.217064228971963,0.0574819859813084,3600,0.226613410160921,2013,0.408129268989346
51760,"Richmond","2013-04-02",13,0.06725875,0.1822328125,0.0429796875,84621.1764705882,0.230182310766687,2013,0.460833470069754
51730,"Petersburg","2013-04-02",13,0.0729137531887755,0.219617834821429,0.043550943877551,844584.705882353,0.271241297183522,2013,0.50149825743788
51167,"Russell","2013-04-09",14,0.0918025,0.2675,0.0466475,25200,0.293113257808533,2013,0.488996040940433
51143,"Pittsylvania","2013-04-09",14,0.07592,0.293861875,0.03506125,8003463.52941176,0.358399894200839,2013,0.58937954976836
51019,"Bedford","2013-04-09",14,0.082865,0.3415575,0.0346391666666667,1165500,0.397086057403647,2013,0.609516460602348
51031,"Campbell","2013-04-09",14,0.09194,0.2722575,0.038755,8542521.17647059,0.298792297253877,2013,0.495109109755009
51089,"Henry","2013-04-09",14,0.0665208333333333,0.259680833333333,0.0322741666666667,180074.117647059,0.338200393758055,2013,0.592149028463987
51067,"Franklin","2013-04-09",14,0.0766716071428571,0.293631547619048,0.0344525595238095,5126322.35294118,0.356533914158707,2013,0.585898169340983
51023,"Botetourt","2013-04-09",14,0.0528625,0.3372675,0.02473,799200,0.455336592720304,2013,0.729000589547074
51191,"Washington","2013-04-09",14,0.08604125,0.29528875,0.04827,934200,0.338851795499245,2013,0.548730758135998
51015,"Augusta","2013-04-09",14,0.0947495833333334,0.454655833333333,0.0470141666666667,20963481.1764706,0.485560019375869,2013,0.65508318462459
51095,"James City","2013-04-09",14,0.0845975,0.266616071428571,0.0525226785714286,2753523.52941176,0.307135528216586,2013,0.518256087565767
51073,"Gloucester","2013-04-09",14,0.0724558877865207,0.266361645355799,0.0453006679781047,20283631.7647059,0.33312541434105,2013,0.572301426584758
51093,"Isle of Wight","2013-04-09",14,0.0910013998007968,0.291034029482072,0.0545130898406374,49306616.4705882,0.323630186943423,2013,0.523597065478358
51115,"Mathews","2013-04-09",14,0.0614206507432642,0.231761033214618,0.041753070610096,6436796.47058824,0.314593105494312,2013,0.581006221711396
51181,"Surry","2013-04-09",14,0.0846250109717868,0.288484038009404,0.050594276645768,35048216.4705882,0.333742915927622,2013,0.546379208958543
51097,"King and Queen","2013-04-09",14,0.0789862572723583,0.268060979907996,0.0468908402110675,34469904.7058824,0.320951327476899,2013,0.544809761840516
51119,"Middlesex","2013-04-09",14,0.0734750471698113,0.284943301886792,0.0454042924528302,9931037.64705882,0.353223885468027,2013,0.590003986329351
51057,"Essex","2013-04-09",14,0.0861191666666667,0.3003625,0.0508,24910485.8823529,0.344621896497653,2013,0.55434281056885
51133,"Northumberland","2013-04-09",14,0.0735803504812914,0.278903902580621,0.0473486269148657,17521334.1176471,0.345834972366012,2013,0.582504183706797
51111,"Lunenburg","2013-04-09",14,0.0721216666666667,0.259007083333333,0.0333604166666667,14854662.3529412,0.324770794932308,2013,0.564388977600606
51037,"Charlotte","2013-04-09",14,0.0908873469387755,0.268313482142857,0.0480814923469388,22485409.4117647,0.296038999236179,2013,0.493946897777787
51049,"Cumberland","2013-04-09",14,0.0542008333333333,0.227555333333333,0.0240956666666667,3499655.29411765,0.326586632517012,2013,0.615264262184146
51083,"Halifax","2013-04-09",14,0.080458485576923,0.275345432692308,0.0380521634615385,16151470.5882353,0.32672125549096,2013,0.547736933486823
51175,"Southampton","2013-04-09",14,0.0908724969708364,0.286490050660149,0.053289097225704,106673685.882353,0.318440594387443,2013,0.51838094404801
51131,"Northampton","2013-04-09",14,0.0827271280105576,0.280731337842296,0.0508932241834378,34386522.3529412,0.328433183150499,2013,0.544778092779109
51103,"Lancaster","2013-04-09",14,0.0797505602602668,0.257838585698404,0.0488463994245357,12542837.6470588,0.306507059174368,2013,0.527528884059382
51159,"Richmond","2013-04-09",14,0.0742029137168141,0.27127025,0.0460670188053097,15713110.5882353,0.335279876461522,2013,0.570427335550506
51117,"Mecklenburg","2013-04-09",14,0.0696879308445273,0.272373268252892,0.0333882967498623,46862611.7647059,0.346553608526273,2013,0.592541153288303
51001,"Accomack","2013-04-09",14,0.079427839961751,0.276210029849012,0.0478046853438712,71282156.4705882,0.329975571091017,2013,0.55332181016597
51193,"Westmoreland","2013-04-09",14,0.0811705147058824,0.289861544117647,0.0500906617647059,20664924.7058824,0.342608444573471,2013,0.562460909910274
51135,"Nottoway","2013-04-09",14,0.0977745833333334,0.32287125,0.0584908333333333,8032030.58823529,0.347064959202542,2013,0.535121588826705
51147,"Prince Edward","2013-04-09",14,0.0785475,0.3529975,0.03376375,1817244.70588235,0.417782448230004,2013,0.635970756236314
51109,"Louisa","2013-04-09",14,0.092325,0.2519075,0.045795,12198444.7058824,0.271994003143986,2013,0.463589289215864
51029,"Buckingham","2013-04-09",14,0.0689125212378641,0.269530327669903,0.0298443658980583,2402516.47058824,0.344847281272884,2013,0.59276716018518
51011,"Appomattox","2013-04-09",14,0.08626125,0.292531875,0.0377375,4510810.58823529,0.335147774959347,2013,0.544546908025324
51085,"Hanover","2013-04-09",14,0.0557325400392221,0.251451900637359,0.0241082366399738,37964428.2352941,0.353129647688356,2013,0.637139563993086
51145,"Powhatan","2013-04-09",14,0.0752598442492013,0.27873625399361,0.03294428514377,7825492.94117647,0.341991119189142,2013,0.574798453300582
51075,"Goochland","2013-04-09",14,0.0639626113013699,0.295611215753425,0.027773176369863,4454290.58823529,0.386309734517875,2013,0.644230995201868
51101,"King William","2013-04-09",14,0.079345,0.2656025,0.0522575,22370400,0.317129956926878,2013,0.539958979264961
51127,"New Kent","2013-04-09",14,0.0782225,0.2811425,0.0483675,8367628.23529412,0.338498668783152,2013,0.564662668874264
51183,"Sussex","2013-04-09",14,0.0743936612256587,0.274389261884307,0.0451442454180985,77795675.2941176,0.338643571636785,2013,0.573409956185249
51033,"Caroline","2013-04-09",14,0.065595,0.2552625,0.0311375,31457512.9411765,0.33483960594535,2013,0.59112690212945
51007,"Amelia","2013-04-09",14,0.0770245238095238,0.285089523809524,0.0380858333333333,22294489.4117647,0.345761269693896,2013,0.57458417139036
51165,"Rockingham","2013-04-09",14,0.11395375,0.42833375,0.05432,26027671.7647059,0.426913720454666,2013,0.579729387087108
51550,"Chesapeake","2013-04-09",14,0.0912662994023843,0.29950446381877,0.0536897701032573,73904431.7647059,0.333118916560757,2013,0.532890850635451
51800,"Suffolk","2013-04-09",14,0.0844096262559242,0.279399295703002,0.0500647360189573,56922765.882353,0.323277091663222,2013,0.535967255550406
51810,"Virginia Beach","2013-04-09",14,0.0930852625969269,0.284100852349137,0.0574525937795073,26971027.0588235,0.311021896462304,2013,0.506422644374183
51710,"Norfolk","2013-04-09",14,0.13974875,0.2678575,0.0962575,11700,0.200658876533638,2013,0.314295352438781
51620,"Franklin","2013-04-09",14,0.105376308880309,0.310895403474903,0.0648189903474903,571065.882352941,0.318539818479425,2013,0.493713813585347
51073,"Gloucester","2013-04-16",15,0.08181,0.289255,0.053535,20283631.7647059,0.340547718796013,2013,0.559052996105804
51093,"Isle of Wight","2013-04-16",15,0.071447488751406,0.30805133295838,0.0418450766310461,49306616.4705882,0.384075478788427,2013,0.62346397583261
51115,"Mathews","2013-04-16",15,0.0587597222222222,0.224633611111111,0.0394975,6436796.47058824,0.311589785323764,2013,0.585313306201824
51179,"Stafford","2013-04-16",15,0.0685484085463259,0.287976545527157,0.0392926697284345,5801541.17647059,0.367491543253671,2013,0.615463614744916
51157,"Rappahannock","2013-04-16",15,0.0626525,0.3402375,0.037215,1390898.82352941,0.437323434548983,2013,0.688984586363524
51061,"Fauquier","2013-04-16",15,0.0786542618092389,0.329039479180833,0.0439717714424951,35977845.8823529,0.392140467892647,2013,0.614150260839279
51153,"Prince William","2013-04-16",15,0.0723758527290608,0.32273093058515,0.0429080003278151,5982352.94117647,0.398289778943171,2013,0.633639027293016
51059,"Fairfax","2013-04-16",15,0.0693625,0.2257,0.0473075,226267.058823529,0.287810181899311,2013,0.529845371743275
51107,"Loudoun","2013-04-16",15,0.076920741980298,0.318356504588701,0.0449651747074177,16449709.4117647,0.384017213916848,2013,0.610801063567564
51047,"Culpeper","2013-04-16",15,0.0792007923303954,0.329407054333104,0.0433052151643487,41489389.4117647,0.391421632198959,2013,0.612338368060663
51177,"Spotsylvania","2013-04-16",15,0.0661206443544545,0.303200729439614,0.037023115769414,11802412.9411765,0.390115183159338,2013,0.641934374524866
51043,"Clarke","2013-04-16",15,0.0753926359732824,0.350275734732825,0.0440918368320611,9311283.52941177,0.421320263788565,2013,0.645768202846645
51181,"Surry","2013-04-16",15,0.07599253030195,0.317314972104381,0.0430549418024313,35048216.4705882,0.384796927519868,2013,0.613571926103555
51097,"King and Queen","2013-04-16",15,0.077377506791748,0.290701083920537,0.0406052067238305,34469904.7058824,0.351615959334329,2013,0.579559861702298
51119,"Middlesex","2013-04-16",15,0.0541825,0.2472325,0.0255275,9931037.64705882,0.351631177767619,2013,0.64047907370237
51057,"Essex","2013-04-16",15,0.0655326178609681,0.298329418339495,0.0369942693397367,24910485.8823529,0.385930084346726,2013,0.639794145356433
51133,"Northumberland","2013-04-16",15,0.071740073448955,0.286510932952183,0.0442824736705329,17521334.1176471,0.358824134196849,2013,0.599498272623821
