Year,week,value,condition,Type
2019,2019-07-28,7,POOR,5-Year Avg
2019,2019-07-28,6,POOR,Actual
2019,2019-08-04,5,POOR,5-Year Avg
2019,2019-08-04,8,POOR,Actual
2019,2019-08-11,6,POOR,5-Year Avg
2019,2019-08-11,5,POOR,Actual
2019,2019-08-18,6,POOR,5-Year Avg
2019,2019-08-18,4,POOR,Actual
2019,2019-08-25,7,POOR,5-Year Avg
2019,2019-08-25,6,POOR,Actual
2019,2019-09-01,8,POOR,5-Year Avg
2019,2019-09-01,5,POOR,Actual
2019,2019-09-08,9,POOR,5-Year Avg
2019,2019-09-08,5,POOR,Actual
2019,2019-09-15,10,POOR,5-Year Avg
2019,2019-09-15,12,POOR,Actual
2019,2019-09-22,10,POOR,5-Year Avg
2019,2019-09-22,16,POOR,Actual
2019,2019-09-29,10,POOR,5-Year Avg
2019,2019-09-29,25,POOR,Actual
2019,2019-10-06,9,POOR,5-Year Avg
2019,2019-10-06,22,POOR,Actual
2019,2019-10-13,11,POOR,5-Year Avg
2019,2019-10-13,16,POOR,Actual
2019,2019-10-20,11,POOR,5-Year Avg
2019,2019-10-20,18,POOR,Actual
2019,2019-10-27,11,POOR,5-Year Avg
2019,2019-10-27,16,POOR,Actual
2019,2019-06-09,0,VERY POOR,Actual
2019,2019-06-16,0,VERY POOR,Actual
2019,2019-06-23,1,VERY POOR,5-Year Avg
2019,2019-06-23,0,VERY POOR,Actual
2019,2019-06-30,1,VERY POOR,5-Year Avg
2019,2019-06-30,1,VERY POOR,Actual
2019,2019-07-07,0,VERY POOR,5-Year Avg
2019,2019-07-07,0,VERY POOR,Actual
2019,2019-07-14,0,VERY POOR,5-Year Avg
2019,2019-07-14,0,VERY POOR,Actual
2019,2019-07-21,1,VERY POOR,5-Year Avg
2019,2019-07-21,2,VERY POOR,Actual
2019,2019-07-28,1,VERY POOR,5-Year Avg
2019,2019-07-28,2,VERY POOR,Actual
2019,2019-08-04,1,VERY POOR,5-Year Avg
2019,2019-08-04,1,VERY POOR,Actual
2019,2019-08-11,1,VERY POOR,5-Year Avg
2019,2019-08-11,1,VERY POOR,Actual
2019,2019-08-18,1,VERY POOR,5-Year Avg
2019,2019-08-18,0,VERY POOR,Actual
2019,2019-08-25,1,VERY POOR,5-Year Avg
2019,2019-08-25,1,VERY POOR,Actual
2019,2019-09-01,1,VERY POOR,5-Year Avg
2019,2019-09-01,2,VERY POOR,Actual
2019,2019-09-08,1,VERY POOR,5-Year Avg
2019,2019-09-08,1,VERY POOR,Actual
2019,2019-09-15,1,VERY POOR,5-Year Avg
2019,2019-09-15,1,VERY POOR,Actual
2019,2019-09-22,1,VERY POOR,5-Year Avg
2019,2019-09-22,1,VERY POOR,Actual
2019,2019-09-29,1,VERY POOR,5-Year Avg
2019,2019-09-29,3,VERY POOR,Actual
2019,2019-10-06,1,VERY POOR,5-Year Avg
2019,2019-10-06,3,VERY POOR,Actual
2019,2019-10-13,2,VERY POOR,5-Year Avg
2019,2019-10-13,1,VERY POOR,Actual
2019,2019-10-20,2,VERY POOR,5-Year Avg
2019,2019-10-20,1,VERY POOR,Actual
2019,2019-10-27,2,VERY POOR,5-Year Avg
2019,2019-10-27,3,VERY POOR,Actual
2020,2020-06-14,3,EXCELLENT,Actual
2020,2020-06-21,7,EXCELLENT,5-Year Avg
2020,2020-06-21,7,EXCELLENT,Actual
2020,2020-06-28,7,EXCELLENT,5-Year Avg
2020,2020-06-28,1,EXCELLENT,Actual
2020,2020-07-05,7,EXCELLENT,5-Year Avg
2020,2020-07-05,2,EXCELLENT,Actual
2020,2020-07-12,10,EXCELLENT,5-Year Avg
2020,2020-07-12,2,EXCELLENT,Actual
2020,2020-07-19,10,EXCELLENT,5-Year Avg
2020,2020-07-19,4,EXCELLENT,Actual
2020,2020-07-26,9,EXCELLENT,5-Year Avg
2020,2020-07-26,2,EXCELLENT,Actual
2020,2020-08-02,10,EXCELLENT,5-Year Avg
2020,2020-08-02,3,EXCELLENT,Actual
2020,2020-08-09,12,EXCELLENT,5-Year Avg
2020,2020-08-09,7,EXCELLENT,Actual
2020,2020-08-16,13,EXCELLENT,5-Year Avg
2020,2020-08-16,3,EXCELLENT,Actual
2020,2020-08-23,14,EXCELLENT,5-Year Avg
2020,2020-08-23,6,EXCELLENT,Actual
2020,2020-08-30,13,EXCELLENT,5-Year Avg
2020,2020-08-30,4,EXCELLENT,Actual
2020,2020-09-06,12,EXCELLENT,5-Year Avg
2020,2020-09-06,6,EXCELLENT,Actual
2020,2020-09-13,11,EXCELLENT,5-Year Avg
2020,2020-09-13,7,EXCELLENT,Actual
2020,2020-09-20,10,EXCELLENT,5-Year Avg
2020,2020-09-20,6,EXCELLENT,Actual
2020,2020-09-27,8,EXCELLENT,5-Year Avg
2020,2020-09-27,4,EXCELLENT,Actual
2020,2020-10-04,8,EXCELLENT,5-Year Avg
2020,2020-10-04,4,EXCELLENT,Actual
2020,2020-10-11,7,EXCELLENT,5-Year Avg
2020,2020-10-11,4,EXCELLENT,Actual
2020,2020-10-18,7,EXCELLENT,5-Year Avg
2020,2020-10-18,2,EXCELLENT,Actual
2020,2020-10-25,9,EXCELLENT,5-Year Avg
2020,2020-10-25,4,EXCELLENT,Actual
2020,2020-11-01,5,EXCELLENT,Actual
2020,2020-11-08,5,EXCELLENT,Actual
2020,2020-06-14,14,FAIR,Actual
2020,2020-06-21,19,FAIR,5-Year Avg
2020,2020-06-21,11,FAIR,Actual
2020,2020-06-28,19,FAIR,5-Year Avg
2020,2020-06-28,13,FAIR,Actual
2020,2020-07-05,21,FAIR,5-Year Avg
2020,2020-07-05,7,FAIR,Actual
2020,2020-07-12,25,FAIR,5-Year Avg
2020,2020-07-12,24,FAIR,Actual
2020,2020-07-19,25,FAIR,5-Year Avg
2020,2020-07-19,41,FAIR,Actual
2020,2020-07-26,24,FAIR,5-Year Avg
2020,2020-07-26,45,FAIR,Actual
2020,2020-08-02,22,FAIR,5-Year Avg
2020,2020-08-02,43,FAIR,Actual
2020,2020-08-09,23,FAIR,5-Year Avg
2020,2020-08-09,34,FAIR,Actual
2020,2020-08-16,23,FAIR,5-Year Avg
2020,2020-08-16,32,FAIR,Actual
2020,2020-08-23,24,FAIR,5-Year Avg
2020,2020-08-23,33,FAIR,Actual
2020,2020-08-30,24,FAIR,5-Year Avg
2020,2020-08-30,35,FAIR,Actual
2020,2020-09-06,26,FAIR,5-Year Avg
2020,2020-09-06,32,FAIR,Actual
2020,2020-09-13,29,FAIR,5-Year Avg
2020,2020-09-13,31,FAIR,Actual
2020,2020-09-20,33,FAIR,5-Year Avg
2020,2020-09-20,28,FAIR,Actual
2020,2020-09-27,31,FAIR,5-Year Avg
2020,2020-09-27,27,FAIR,Actual
2020,2020-10-04,31,FAIR,5-Year Avg
2020,2020-10-04,26,FAIR,Actual
2020,2020-10-11,33,FAIR,5-Year Avg
2020,2020-10-11,29,FAIR,Actual
2020,2020-10-18,32,FAIR,5-Year Avg
2020,2020-10-18,29,FAIR,Actual
2020,2020-10-25,31,FAIR,5-Year Avg
2020,2020-10-25,28,FAIR,Actual
2020,2020-11-01,28,FAIR,Actual
2020,2020-11-08,24,FAIR,Actual
2020,2020-06-14,82,GOOD,Actual
2020,2020-06-21,70,GOOD,5-Year Avg
2020,2020-06-21,78,GOOD,Actual
2020,2020-06-28,70,GOOD,5-Year Avg
2020,2020-06-28,80,GOOD,Actual
2020,2020-07-05,69,GOOD,5-Year Avg
2020,2020-07-05,86,GOOD,Actual
2020,2020-07-12,60,GOOD,5-Year Avg
2020,2020-07-12,63,GOOD,Actual
2020,2020-07-19,59,GOOD,5-Year Avg
2020,2020-07-19,24,GOOD,Actual
2020,2020-07-26,59,GOOD,5-Year Avg
2020,2020-07-26,33,GOOD,Actual
2020,2020-08-02,61,GOOD,5-Year Avg
2020,2020-08-02,36,GOOD,Actual
2020,2020-08-09,58,GOOD,5-Year Avg
2020,2020-08-09,45,GOOD,Actual
2020,2020-08-16,57,GOOD,5-Year Avg
2020,2020-08-16,54,GOOD,Actual
2020,2020-08-23,54,GOOD,5-Year Avg
2020,2020-08-23,51,GOOD,Actual
2020,2020-08-30,54,GOOD,5-Year Avg
2020,2020-08-30,52,GOOD,Actual
2020,2020-09-06,53,GOOD,5-Year Avg
2020,2020-09-06,53,GOOD,Actual
2020,2020-09-13,48,GOOD,5-Year Avg
2020,2020-09-13,54,GOOD,Actual
2020,2020-09-20,44,GOOD,5-Year Avg
2020,2020-09-20,58,GOOD,Actual
2020,2020-09-27,45,GOOD,5-Year Avg
2020,2020-09-27,63,GOOD,Actual
2020,2020-10-04,47,GOOD,5-Year Avg
2020,2020-10-04,66,GOOD,Actual
2020,2020-10-11,46,GOOD,5-Year Avg
2020,2020-10-11,60,GOOD,Actual
2020,2020-10-18,45,GOOD,5-Year Avg
2020,2020-10-18,56,GOOD,Actual
2020,2020-10-25,45,GOOD,5-Year Avg
2020,2020-10-25,59,GOOD,Actual
2020,2020-11-01,58,GOOD,Actual
2020,2020-11-08,63,GOOD,Actual
2020,2020-06-14,1,POOR,Actual
2020,2020-06-21,3,POOR,5-Year Avg
2020,2020-06-21,2,POOR,Actual
2020,2020-06-28,3,POOR,5-Year Avg
2020,2020-06-28,4,POOR,Actual
2020,2020-07-05,3,POOR,5-Year Avg
2020,2020-07-05,3,POOR,Actual
2020,2020-07-12,5,POOR,5-Year Avg
2020,2020-07-12,8,POOR,Actual
2020,2020-07-19,5,POOR,5-Year Avg
2020,2020-07-19,25,POOR,Actual
2020,2020-07-26,7,POOR,5-Year Avg
2020,2020-07-26,18,POOR,Actual
2020,2020-08-02,6,POOR,5-Year Avg
2020,2020-08-02,15,POOR,Actual
2020,2020-08-09,6,POOR,5-Year Avg
2020,2020-08-09,11,POOR,Actual
2020,2020-08-16,6,POOR,5-Year Avg
2020,2020-08-16,9,POOR,Actual
2020,2020-08-23,7,POOR,5-Year Avg
2020,2020-08-23,9,POOR,Actual
2020,2020-08-30,8,POOR,5-Year Avg
2020,2020-08-30,8,POOR,Actual
2020,2020-09-06,8,POOR,5-Year Avg
2020,2020-09-06,7,POOR,Actual
2020,2020-09-13,11,POOR,5-Year Avg
2020,2020-09-13,7,POOR,Actual
2020,2020-09-20,12,POOR,5-Year Avg
2020,2020-09-20,7,POOR,Actual
2020,2020-09-27,14,POOR,5-Year Avg
2020,2020-09-27,5,POOR,Actual
2020,2020-10-04,12,POOR,5-Year Avg
2020,2020-10-04,3,POOR,Actual
2020,2020-10-11,13,POOR,5-Year Avg
2020,2020-10-11,6,POOR,Actual
2020,2020-10-18,14,POOR,5-Year Avg
2020,2020-10-18,8,POOR,Actual
2020,2020-10-25,12,POOR,5-Year Avg
2020,2020-10-25,6,POOR,Actual
2020,2020-11-01,7,POOR,Actual
2020,2020-11-08,6,POOR,Actual
2020,2020-06-14,0,VERY POOR,Actual
2020,2020-06-21,1,VERY POOR,5-Year Avg
2020,2020-06-21,2,VERY POOR,Actual
2020,2020-06-28,1,VERY POOR,5-Year Avg
2020,2020-06-28,2,VERY POOR,Actual
2020,2020-07-05,0,VERY POOR,5-Year Avg
2020,2020-07-05,2,VERY POOR,Actual
2020,2020-07-12,0,VERY POOR,5-Year Avg
2020,2020-07-12,3,VERY POOR,Actual
2020,2020-07-19,1,VERY POOR,5-Year Avg
2020,2020-07-19,6,VERY POOR,Actual
2020,2020-07-26,1,VERY POOR,5-Year Avg
2020,2020-07-26,2,VERY POOR,Actual
2020,2020-08-02,1,VERY POOR,5-Year Avg
2020,2020-08-02,3,VERY POOR,Actual
2020,2020-08-09,1,VERY POOR,5-Year Avg
2020,2020-08-09,3,VERY POOR,Actual
2020,2020-08-16,1,VERY POOR,5-Year Avg
2020,2020-08-16,2,VERY POOR,Actual
2020,2020-08-23,1,VERY POOR,5-Year Avg
2020,2020-08-23,1,VERY POOR,Actual
2020,2020-08-30,1,VERY POOR,5-Year Avg
2020,2020-08-30,1,VERY POOR,Actual
2020,2020-09-06,1,VERY POOR,5-Year Avg
2020,2020-09-06,2,VERY POOR,Actual
2020,2020-09-13,1,VERY POOR,5-Year Avg
2020,2020-09-13,1,VERY POOR,Actual
2020,2020-09-20,1,VERY POOR,5-Year Avg
2020,2020-09-20,1,VERY POOR,Actual
2020,2020-09-27,2,VERY POOR,5-Year Avg
2020,2020-09-27,1,VERY POOR,Actual
2020,2020-10-04,2,VERY POOR,5-Year Avg
2020,2020-10-04,1,VERY POOR,Actual
2020,2020-10-11,1,VERY POOR,5-Year Avg
2020,2020-10-11,1,VERY POOR,Actual
2020,2020-10-18,2,VERY POOR,5-Year Avg
2020,2020-10-18,5,VERY POOR,Actual
2020,2020-10-25,3,VERY POOR,5-Year Avg
2020,2020-10-25,3,VERY POOR,Actual
2020,2020-11-01,2,VERY POOR,Actual
2020,2020-11-08,2,VERY POOR,Actual
2021,2021-06-06,2,EXCELLENT,Actual
2021,2021-06-13,3,EXCELLENT,Actual
2021,2021-06-20,7,EXCELLENT,5-Year Avg
2021,2021-06-20,4,EXCELLENT,Actual
2021,2021-06-27,5,EXCELLENT,5-Year Avg
2021,2021-06-27,6,EXCELLENT,Actual
2021,2021-07-04,5,EXCELLENT,5-Year Avg
2021,2021-07-04,7,EXCELLENT,Actual
2021,2021-07-11,7,EXCELLENT,5-Year Avg
2021,2021-07-11,8,EXCELLENT,Actual
2021,2021-07-18,9,EXCELLENT,5-Year Avg
2021,2021-07-18,9,EXCELLENT,Actual
2021,2021-07-25,7,EXCELLENT,5-Year Avg
2021,2021-07-25,12,EXCELLENT,Actual
2021,2021-08-01,7,EXCELLENT,5-Year Avg
2021,2021-08-01,14,EXCELLENT,Actual
2021,2021-08-08,10,EXCELLENT,5-Year Avg
2021,2021-08-08,12,EXCELLENT,Actual
2021,2021-08-15,10,EXCELLENT,5-Year Avg
2021,2021-08-15,9,EXCELLENT,Actual
2021,2021-08-22,13,EXCELLENT,5-Year Avg
2021,2021-08-22,8,EXCELLENT,Actual
2021,2021-08-29,13,EXCELLENT,5-Year Avg
2021,2021-08-29,11,EXCELLENT,Actual
2021,2021-09-05,12,EXCELLENT,5-Year Avg
2021,2021-09-05,12,EXCELLENT,Actual
2021,2021-09-12,11,EXCELLENT,5-Year Avg
2021,2021-09-12,13,EXCELLENT,Actual
2021,2021-09-19,10,EXCELLENT,5-Year Avg
2021,2021-09-19,11,EXCELLENT,Actual
2021,2021-09-26,8,EXCELLENT,5-Year Avg
2021,2021-09-26,11,EXCELLENT,Actual
2021,2021-10-03,8,EXCELLENT,5-Year Avg
2021,2021-10-03,8,EXCELLENT,Actual
2021,2021-10-10,7,EXCELLENT,5-Year Avg
2021,2021-10-10,11,EXCELLENT,Actual
2021,2021-10-17,7,EXCELLENT,5-Year Avg
2021,2021-10-17,14,EXCELLENT,Actual
2021,2021-10-24,9,EXCELLENT,5-Year Avg
2021,2021-10-24,14,EXCELLENT,Actual
2021,2021-10-31,15,EXCELLENT,Actual
2021,2021-11-07,10,EXCELLENT,Actual
2021,2021-06-06,33,FAIR,Actual
2021,2021-06-13,37,FAIR,Actual
2021,2021-06-20,17,FAIR,5-Year Avg
2021,2021-06-20,28,FAIR,Actual
2021,2021-06-27,17,FAIR,5-Year Avg
2021,2021-06-27,35,FAIR,Actual
2021,2021-07-04,18,FAIR,5-Year Avg
2021,2021-07-04,34,FAIR,Actual
2021,2021-07-11,25,FAIR,5-Year Avg
2021,2021-07-11,28,FAIR,Actual
2021,2021-07-18,28,FAIR,5-Year Avg
2021,2021-07-18,34,FAIR,Actual
2021,2021-07-25,29,FAIR,5-Year Avg
2021,2021-07-25,30,FAIR,Actual
2021,2021-08-01,27,FAIR,5-Year Avg
2021,2021-08-01,21,FAIR,Actual
2021,2021-08-08,26,FAIR,5-Year Avg
2021,2021-08-08,26,FAIR,Actual
2021,2021-08-15,25,FAIR,5-Year Avg
2021,2021-08-15,20,FAIR,Actual
2021,2021-08-22,26,FAIR,5-Year Avg
2021,2021-08-22,26,FAIR,Actual
2021,2021-08-29,26,FAIR,5-Year Avg
2021,2021-08-29,22,FAIR,Actual
2021,2021-09-05,26,FAIR,5-Year Avg
2021,2021-09-05,22,FAIR,Actual
2021,2021-09-12,29,FAIR,5-Year Avg
2021,2021-09-12,18,FAIR,Actual
2021,2021-09-19,32,FAIR,5-Year Avg
2021,2021-09-19,18,FAIR,Actual
2021,2021-09-26,30,FAIR,5-Year Avg
2021,2021-09-26,21,FAIR,Actual
2021,2021-10-03,29,FAIR,5-Year Avg
2021,2021-10-03,18,FAIR,Actual
2021,2021-10-10,31,FAIR,5-Year Avg
2021,2021-10-10,19,FAIR,Actual
2021,2021-10-17,31,FAIR,5-Year Avg
2021,2021-10-17,24,FAIR,Actual
2021,2021-10-24,30,FAIR,5-Year Avg
2021,2021-10-24,26,FAIR,Actual
2021,2021-10-31,23,FAIR,Actual
2021,2021-11-07,24,FAIR,Actual
2021,2021-06-06,62,GOOD,Actual
2021,2021-06-13,54,GOOD,Actual
2021,2021-06-20,72,GOOD,5-Year Avg
2021,2021-06-20,61,GOOD,Actual
2021,2021-06-27,73,GOOD,5-Year Avg
2021,2021-06-27,54,GOOD,Actual
2021,2021-07-04,72,GOOD,5-Year Avg
2021,2021-07-04,53,GOOD,Actual
2021,2021-07-11,61,GOOD,5-Year Avg
2021,2021-07-11,58,GOOD,Actual
2021,2021-07-18,52,GOOD,5-Year Avg
2021,2021-07-18,52,GOOD,Actual
2021,2021-07-25,53,GOOD,5-Year Avg
2021,2021-07-25,53,GOOD,Actual
2021,2021-08-01,55,GOOD,5-Year Avg
2021,2021-08-01,61,GOOD,Actual
2021,2021-08-08,54,GOOD,5-Year Avg
2021,2021-08-08,56,GOOD,Actual
2021,2021-08-15,57,GOOD,5-Year Avg
2021,2021-08-15,59,GOOD,Actual
2021,2021-08-22,52,GOOD,5-Year Avg
2021,2021-08-22,50,GOOD,Actual
2021,2021-08-29,52,GOOD,5-Year Avg
2021,2021-08-29,59,GOOD,Actual
2021,2021-09-05,53,GOOD,5-Year Avg
2021,2021-09-05,61,GOOD,Actual
2021,2021-09-12,49,GOOD,5-Year Avg
2021,2021-09-12,64,GOOD,Actual
2021,2021-09-19,46,GOOD,5-Year Avg
2021,2021-09-19,64,GOOD,Actual
2021,2021-09-26,48,GOOD,5-Year Avg
2021,2021-09-26,63,GOOD,Actual
2021,2021-10-03,50,GOOD,5-Year Avg
2021,2021-10-03,70,GOOD,Actual
2021,2021-10-10,49,GOOD,5-Year Avg
2021,2021-10-10,61,GOOD,Actual
2021,2021-10-17,47,GOOD,5-Year Avg
2021,2021-10-17,52,GOOD,Actual
2021,2021-10-24,48,GOOD,5-Year Avg
2021,2021-10-24,45,GOOD,Actual
2021,2021-10-31,50,GOOD,Actual
2021,2021-11-07,59,GOOD,Actual
2021,2021-06-06,2,POOR,Actual
2021,2021-06-13,5,POOR,Actual
2021,2021-06-20,3,POOR,5-Year Avg
2021,2021-06-20,6,POOR,Actual
2021,2021-06-27,4,POOR,5-Year Avg
2021,2021-06-27,4,POOR,Actual
2021,2021-07-04,4,POOR,5-Year Avg
2021,2021-07-04,5,POOR,Actual
2021,2021-07-11,6,POOR,5-Year Avg
2021,2021-07-11,5,POOR,Actual
2021,2021-07-18,9,POOR,5-Year Avg
2021,2021-07-18,5,POOR,Actual
2021,2021-07-25,10,POOR,5-Year Avg
2021,2021-07-25,5,POOR,Actual
2021,2021-08-01,9,POOR,5-Year Avg
2021,2021-08-01,3,POOR,Actual
2021,2021-08-08,8,POOR,5-Year Avg
2021,2021-08-08,4,POOR,Actual
2021,2021-08-15,7,POOR,5-Year Avg
2021,2021-08-15,7,POOR,Actual
2021,2021-08-22,8,POOR,5-Year Avg
2021,2021-08-22,9,POOR,Actual
2021,2021-08-29,8,POOR,5-Year Avg
2021,2021-08-29,8,POOR,Actual
2021,2021-09-05,8,POOR,5-Year Avg
2021,2021-09-05,5,POOR,Actual
2021,2021-09-12,10,POOR,5-Year Avg
2021,2021-09-12,4,POOR,Actual
2021,2021-09-19,11,POOR,5-Year Avg
2021,2021-09-19,5,POOR,Actual
2021,2021-09-26,12,POOR,5-Year Avg
2021,2021-09-26,4,POOR,Actual
2021,2021-10-03,11,POOR,5-Year Avg
2021,2021-10-03,4,POOR,Actual
2021,2021-10-10,12,POOR,5-Year Avg
2021,2021-10-10,6,POOR,Actual
2021,2021-10-17,13,POOR,5-Year Avg
2021,2021-10-17,8,POOR,Actual
2021,2021-10-24,11,POOR,5-Year Avg
2021,2021-10-24,13,POOR,Actual
2021,2021-10-31,10,POOR,Actual
2021,2021-11-07,7,POOR,Actual
2021,2021-06-06,1,VERY POOR,Actual
2021,2021-06-13,1,VERY POOR,Actual
2021,2021-06-20,1,VERY POOR,5-Year Avg
2021,2021-06-20,1,VERY POOR,Actual
2021,2021-06-27,1,VERY POOR,5-Year Avg
2021,2021-06-27,1,VERY POOR,Actual
2021,2021-07-04,1,VERY POOR,5-Year Avg
2021,2021-07-04,1,VERY POOR,Actual
2021,2021-07-11,1,VERY POOR,5-Year Avg
2021,2021-07-11,1,VERY POOR,Actual
2021,2021-07-18,2,VERY POOR,5-Year Avg
2021,2021-07-18,0,VERY POOR,Actual
2021,2021-07-25,1,VERY POOR,5-Year Avg
2021,2021-07-25,0,VERY POOR,Actual
2021,2021-08-01,2,VERY POOR,5-Year Avg
2021,2021-08-01,1,VERY POOR,Actual
2021,2021-08-08,2,VERY POOR,5-Year Avg
2021,2021-08-08,2,VERY POOR,Actual
2021,2021-08-15,1,VERY POOR,5-Year Avg
2021,2021-08-15,5,VERY POOR,Actual
2021,2021-08-22,1,VERY POOR,5-Year Avg
2021,2021-08-22,7,VERY POOR,Actual
2021,2021-08-29,1,VERY POOR,5-Year Avg
2021,2021-08-29,0,VERY POOR,Actual
2021,2021-09-05,1,VERY POOR,5-Year Avg
2021,2021-09-05,0,VERY POOR,Actual
2021,2021-09-12,1,VERY POOR,5-Year Avg
2021,2021-09-12,1,VERY POOR,Actual
2021,2021-09-19,1,VERY POOR,5-Year Avg
2021,2021-09-19,2,VERY POOR,Actual
2021,2021-09-26,2,VERY POOR,5-Year Avg
2021,2021-09-26,1,VERY POOR,Actual
2021,2021-10-03,2,VERY POOR,5-Year Avg
2021,2021-10-03,0,VERY POOR,Actual
2021,2021-10-10,1,VERY POOR,5-Year Avg
2021,2021-10-10,3,VERY POOR,Actual
2021,2021-10-17,2,VERY POOR,5-Year Avg
2021,2021-10-17,2,VERY POOR,Actual
2021,2021-10-24,2,VERY POOR,5-Year Avg
2021,2021-10-24,2,VERY POOR,Actual
2021,2021-10-31,2,VERY POOR,Actual
2021,2021-11-07,0,VERY POOR,Actual
2022,2022-06-05,6,EXCELLENT,Actual
2022,2022-06-12,4,EXCELLENT,5-Year Avg
2022,2022-06-12,5,EXCELLENT,Actual
2022,2022-06-19,5,EXCELLENT,5-Year Avg
2022,2022-06-19,3,EXCELLENT,Actual
2022,2022-06-26,3,EXCELLENT,5-Year Avg
2022,2022-06-26,4,EXCELLENT,Actual
2022,2022-07-03,3,EXCELLENT,5-Year Avg
2022,2022-07-03,5,EXCELLENT,Actual
2022,2022-07-10,6,EXCELLENT,5-Year Avg
2022,2022-07-10,5,EXCELLENT,Actual
2022,2022-07-17,8,EXCELLENT,5-Year Avg
2022,2022-07-17,5,EXCELLENT,Actual
2022,2022-07-24,7,EXCELLENT,5-Year Avg
2022,2022-07-24,4,EXCELLENT,Actual
2022,2022-07-31,7,EXCELLENT,5-Year Avg
2022,2022-07-31,6,EXCELLENT,Actual
2022,2022-08-07,10,EXCELLENT,5-Year Avg
2022,2022-08-07,12,EXCELLENT,Actual
2022,2022-08-14,9,EXCELLENT,5-Year Avg
2022,2022-08-14,6,EXCELLENT,Actual
2022,2022-08-21,12,EXCELLENT,5-Year Avg
2022,2022-08-21,10,EXCELLENT,Actual
2022,2022-08-28,12,EXCELLENT,5-Year Avg
2022,2022-08-28,8,EXCELLENT,Actual
2022,2022-09-04,12,EXCELLENT,5-Year Avg
2022,2022-09-04,5,EXCELLENT,Actual
2022,2022-09-11,11,EXCELLENT,5-Year Avg
2022,2022-09-11,4,EXCELLENT,Actual
2022,2022-09-18,10,EXCELLENT,5-Year Avg
2022,2022-09-18,4,EXCELLENT,Actual
2022,2022-09-25,8,EXCELLENT,5-Year Avg
2022,2022-09-25,5,EXCELLENT,Actual
2022,2022-10-02,8,EXCELLENT,5-Year Avg
2022,2022-10-02,2,EXCELLENT,Actual
2022,2022-10-09,7,EXCELLENT,5-Year Avg
2022,2022-10-09,2,EXCELLENT,Actual
2022,2022-10-16,7,EXCELLENT,5-Year Avg
2022,2022-10-16,4,EXCELLENT,Actual
2022,2022-10-23,9,EXCELLENT,5-Year Avg
2022,2022-10-23,5,EXCELLENT,Actual
2022,2022-10-30,5,EXCELLENT,Actual
2022,2022-06-05,37,FAIR,Actual
2022,2022-06-12,19,FAIR,5-Year Avg
2022,2022-06-12,38,FAIR,Actual
2022,2022-06-19,19,FAIR,5-Year Avg
2022,2022-06-19,33,FAIR,Actual
2022,2022-06-26,20,FAIR,5-Year Avg
2022,2022-06-26,24,FAIR,Actual
2022,2022-07-03,20,FAIR,5-Year Avg
2022,2022-07-03,22,FAIR,Actual
2022,2022-07-10,27,FAIR,5-Year Avg
2022,2022-07-10,33,FAIR,Actual
2022,2022-07-17,31,FAIR,5-Year Avg
2022,2022-07-17,27,FAIR,Actual
2022,2022-07-24,30,FAIR,5-Year Avg
2022,2022-07-24,21,FAIR,Actual
2022,2022-07-31,27,FAIR,5-Year Avg
2022,2022-07-31,21,FAIR,Actual
2022,2022-08-07,27,FAIR,5-Year Avg
2022,2022-08-07,13,FAIR,Actual
2022,2022-08-14,25,FAIR,5-Year Avg
2022,2022-08-14,13,FAIR,Actual
2022,2022-08-21,26,FAIR,5-Year Avg
2022,2022-08-21,16,FAIR,Actual
2022,2022-08-28,25,FAIR,5-Year Avg
2022,2022-08-28,24,FAIR,Actual
2022,2022-09-04,25,FAIR,5-Year Avg
2022,2022-09-04,31,FAIR,Actual
2022,2022-09-11,26,FAIR,5-Year Avg
2022,2022-09-11,33,FAIR,Actual
2022,2022-09-18,29,FAIR,5-Year Avg
2022,2022-09-18,33,FAIR,Actual
2022,2022-09-25,28,FAIR,5-Year Avg
2022,2022-09-25,31,FAIR,Actual
2022,2022-10-02,26,FAIR,5-Year Avg
2022,2022-10-02,39,FAIR,Actual
2022,2022-10-09,28,FAIR,5-Year Avg
2022,2022-10-09,34,FAIR,Actual
2022,2022-10-16,29,FAIR,5-Year Avg
2022,2022-10-16,35,FAIR,Actual
2022,2022-10-23,29,FAIR,5-Year Avg
2022,2022-10-23,34,FAIR,Actual
2022,2022-10-30,33,FAIR,Actual
2022,2022-06-05,54,GOOD,Actual
2022,2022-06-12,74,GOOD,5-Year Avg
2022,2022-06-12,54,GOOD,Actual
2022,2022-06-19,71,GOOD,5-Year Avg
2022,2022-06-19,63,GOOD,Actual
2022,2022-06-26,72,GOOD,5-Year Avg
2022,2022-06-26,72,GOOD,Actual
2022,2022-07-03,72,GOOD,5-Year Avg
2022,2022-07-03,71,GOOD,Actual
2022,2022-07-10,60,GOOD,5-Year Avg
2022,2022-07-10,53,GOOD,Actual
2022,2022-07-17,49,GOOD,5-Year Avg
2022,2022-07-17,62,GOOD,Actual
2022,2022-07-24,53,GOOD,5-Year Avg
2022,2022-07-24,71,GOOD,Actual
2022,2022-07-31,56,GOOD,5-Year Avg
2022,2022-07-31,65,GOOD,Actual
2022,2022-08-07,54,GOOD,5-Year Avg
2022,2022-08-07,70,GOOD,Actual
2022,2022-08-14,58,GOOD,5-Year Avg
2022,2022-08-14,79,GOOD,Actual
2022,2022-08-21,52,GOOD,5-Year Avg
