Year,week,value,condition,Type
2016,2016-10-16,5,POOR,5-Year Avg
2016,2016-10-16,18,POOR,Actual
2016,2016-10-23,6,POOR,5-Year Avg
2016,2016-10-23,18,POOR,Actual
2016,2016-10-30,7,POOR,5-Year Avg
2016,2016-10-30,18,POOR,Actual
2016,2016-11-06,17,POOR,Actual
2016,2016-06-26,0,VERY POOR,5-Year Avg
2016,2016-06-26,1,VERY POOR,Actual
2016,2016-07-03,1,VERY POOR,5-Year Avg
2016,2016-07-03,0,VERY POOR,Actual
2016,2016-07-10,1,VERY POOR,5-Year Avg
2016,2016-07-10,0,VERY POOR,Actual
2016,2016-07-17,1,VERY POOR,5-Year Avg
2016,2016-07-17,0,VERY POOR,Actual
2016,2016-07-24,1,VERY POOR,5-Year Avg
2016,2016-07-24,0,VERY POOR,Actual
2016,2016-07-31,1,VERY POOR,5-Year Avg
2016,2016-07-31,0,VERY POOR,Actual
2016,2016-08-07,1,VERY POOR,5-Year Avg
2016,2016-08-07,0,VERY POOR,Actual
2016,2016-08-14,1,VERY POOR,5-Year Avg
2016,2016-08-14,0,VERY POOR,Actual
2016,2016-08-21,1,VERY POOR,5-Year Avg
2016,2016-08-21,0,VERY POOR,Actual
2016,2016-08-28,1,VERY POOR,5-Year Avg
2016,2016-08-28,0,VERY POOR,Actual
2016,2016-09-04,0,VERY POOR,5-Year Avg
2016,2016-09-04,1,VERY POOR,Actual
2016,2016-09-11,1,VERY POOR,5-Year Avg
2016,2016-09-11,1,VERY POOR,Actual
2016,2016-09-18,0,VERY POOR,5-Year Avg
2016,2016-09-18,1,VERY POOR,Actual
2016,2016-09-25,1,VERY POOR,5-Year Avg
2016,2016-09-25,1,VERY POOR,Actual
2016,2016-10-02,0,VERY POOR,5-Year Avg
2016,2016-10-02,1,VERY POOR,Actual
2016,2016-10-09,0,VERY POOR,5-Year Avg
2016,2016-10-09,1,VERY POOR,Actual
2016,2016-10-16,1,VERY POOR,5-Year Avg
2016,2016-10-16,1,VERY POOR,Actual
2016,2016-10-23,1,VERY POOR,5-Year Avg
2016,2016-10-23,1,VERY POOR,Actual
2016,2016-10-30,1,VERY POOR,5-Year Avg
2016,2016-10-30,2,VERY POOR,Actual
2016,2016-11-06,2,VERY POOR,Actual
2017,2017-06-11,2,EXCELLENT,Actual
2017,2017-06-18,0,EXCELLENT,Actual
2017,2017-06-25,11,EXCELLENT,5-Year Avg
2017,2017-06-25,1,EXCELLENT,Actual
2017,2017-07-02,12,EXCELLENT,5-Year Avg
2017,2017-07-02,2,EXCELLENT,Actual
2017,2017-07-09,11,EXCELLENT,5-Year Avg
2017,2017-07-09,1,EXCELLENT,Actual
2017,2017-07-16,12,EXCELLENT,5-Year Avg
2017,2017-07-16,4,EXCELLENT,Actual
2017,2017-07-23,12,EXCELLENT,5-Year Avg
2017,2017-07-23,2,EXCELLENT,Actual
2017,2017-07-30,15,EXCELLENT,5-Year Avg
2017,2017-07-30,2,EXCELLENT,Actual
2017,2017-08-06,16,EXCELLENT,5-Year Avg
2017,2017-08-06,7,EXCELLENT,Actual
2017,2017-08-13,17,EXCELLENT,5-Year Avg
2017,2017-08-13,9,EXCELLENT,Actual
2017,2017-08-20,15,EXCELLENT,5-Year Avg
2017,2017-08-20,13,EXCELLENT,Actual
2017,2017-08-27,13,EXCELLENT,5-Year Avg
2017,2017-08-27,20,EXCELLENT,Actual
2017,2017-09-03,13,EXCELLENT,5-Year Avg
2017,2017-09-03,21,EXCELLENT,Actual
2017,2017-09-10,13,EXCELLENT,5-Year Avg
2017,2017-09-10,19,EXCELLENT,Actual
2017,2017-09-17,12,EXCELLENT,5-Year Avg
2017,2017-09-17,22,EXCELLENT,Actual
2017,2017-09-24,10,EXCELLENT,5-Year Avg
2017,2017-09-24,22,EXCELLENT,Actual
2017,2017-10-01,12,EXCELLENT,5-Year Avg
2017,2017-10-01,10,EXCELLENT,Actual
2017,2017-10-08,11,EXCELLENT,5-Year Avg
2017,2017-10-08,15,EXCELLENT,Actual
2017,2017-10-15,11,EXCELLENT,5-Year Avg
2017,2017-10-15,14,EXCELLENT,Actual
2017,2017-10-22,10,EXCELLENT,5-Year Avg
2017,2017-10-22,13,EXCELLENT,Actual
2017,2017-10-29,9,EXCELLENT,5-Year Avg
2017,2017-10-29,17,EXCELLENT,Actual
2017,2017-11-05,17,EXCELLENT,Actual
2017,2017-06-11,15,FAIR,Actual
2017,2017-06-18,14,FAIR,Actual
2017,2017-06-25,23,FAIR,5-Year Avg
2017,2017-06-25,18,FAIR,Actual
2017,2017-07-02,28,FAIR,5-Year Avg
2017,2017-07-02,12,FAIR,Actual
2017,2017-07-09,26,FAIR,5-Year Avg
2017,2017-07-09,12,FAIR,Actual
2017,2017-07-16,24,FAIR,5-Year Avg
2017,2017-07-16,24,FAIR,Actual
2017,2017-07-23,25,FAIR,5-Year Avg
2017,2017-07-23,25,FAIR,Actual
2017,2017-07-30,24,FAIR,5-Year Avg
2017,2017-07-30,25,FAIR,Actual
2017,2017-08-06,22,FAIR,5-Year Avg
2017,2017-08-06,20,FAIR,Actual
2017,2017-08-13,20,FAIR,5-Year Avg
2017,2017-08-13,28,FAIR,Actual
2017,2017-08-20,19,FAIR,5-Year Avg
2017,2017-08-20,26,FAIR,Actual
2017,2017-08-27,22,FAIR,5-Year Avg
2017,2017-08-27,18,FAIR,Actual
2017,2017-09-03,23,FAIR,5-Year Avg
2017,2017-09-03,18,FAIR,Actual
2017,2017-09-10,25,FAIR,5-Year Avg
2017,2017-09-10,21,FAIR,Actual
2017,2017-09-17,26,FAIR,5-Year Avg
2017,2017-09-17,21,FAIR,Actual
2017,2017-09-24,28,FAIR,5-Year Avg
2017,2017-09-24,26,FAIR,Actual
2017,2017-10-01,26,FAIR,5-Year Avg
2017,2017-10-01,22,FAIR,Actual
2017,2017-10-08,25,FAIR,5-Year Avg
2017,2017-10-08,22,FAIR,Actual
2017,2017-10-15,26,FAIR,5-Year Avg
2017,2017-10-15,19,FAIR,Actual
2017,2017-10-22,28,FAIR,5-Year Avg
2017,2017-10-22,24,FAIR,Actual
2017,2017-10-29,26,FAIR,5-Year Avg
2017,2017-10-29,22,FAIR,Actual
2017,2017-11-05,19,FAIR,Actual
2017,2017-06-11,80,GOOD,Actual
2017,2017-06-18,84,GOOD,Actual
2017,2017-06-25,61,GOOD,5-Year Avg
2017,2017-06-25,77,GOOD,Actual
2017,2017-07-02,54,GOOD,5-Year Avg
2017,2017-07-02,83,GOOD,Actual
2017,2017-07-09,56,GOOD,5-Year Avg
2017,2017-07-09,84,GOOD,Actual
2017,2017-07-16,58,GOOD,5-Year Avg
2017,2017-07-16,67,GOOD,Actual
2017,2017-07-23,56,GOOD,5-Year Avg
2017,2017-07-23,61,GOOD,Actual
2017,2017-07-30,55,GOOD,5-Year Avg
2017,2017-07-30,60,GOOD,Actual
2017,2017-08-06,55,GOOD,5-Year Avg
2017,2017-08-06,62,GOOD,Actual
2017,2017-08-13,57,GOOD,5-Year Avg
2017,2017-08-13,53,GOOD,Actual
2017,2017-08-20,59,GOOD,5-Year Avg
2017,2017-08-20,54,GOOD,Actual
2017,2017-08-27,58,GOOD,5-Year Avg
2017,2017-08-27,53,GOOD,Actual
2017,2017-09-03,56,GOOD,5-Year Avg
2017,2017-09-03,55,GOOD,Actual
2017,2017-09-10,53,GOOD,5-Year Avg
2017,2017-09-10,53,GOOD,Actual
2017,2017-09-17,53,GOOD,5-Year Avg
2017,2017-09-17,50,GOOD,Actual
2017,2017-09-24,53,GOOD,5-Year Avg
2017,2017-09-24,44,GOOD,Actual
2017,2017-10-01,52,GOOD,5-Year Avg
2017,2017-10-01,60,GOOD,Actual
2017,2017-10-08,55,GOOD,5-Year Avg
2017,2017-10-08,60,GOOD,Actual
2017,2017-10-15,54,GOOD,5-Year Avg
2017,2017-10-15,63,GOOD,Actual
2017,2017-10-22,52,GOOD,5-Year Avg
2017,2017-10-22,54,GOOD,Actual
2017,2017-10-29,54,GOOD,5-Year Avg
2017,2017-10-29,54,GOOD,Actual
2017,2017-11-05,62,GOOD,Actual
2017,2017-06-11,3,POOR,Actual
2017,2017-06-18,2,POOR,Actual
2017,2017-06-25,4,POOR,5-Year Avg
2017,2017-06-25,4,POOR,Actual
2017,2017-07-02,5,POOR,5-Year Avg
2017,2017-07-02,2,POOR,Actual
2017,2017-07-09,6,POOR,5-Year Avg
2017,2017-07-09,2,POOR,Actual
2017,2017-07-16,5,POOR,5-Year Avg
2017,2017-07-16,4,POOR,Actual
2017,2017-07-23,6,POOR,5-Year Avg
2017,2017-07-23,10,POOR,Actual
2017,2017-07-30,5,POOR,5-Year Avg
2017,2017-07-30,11,POOR,Actual
2017,2017-08-06,6,POOR,5-Year Avg
2017,2017-08-06,8,POOR,Actual
2017,2017-08-13,5,POOR,5-Year Avg
2017,2017-08-13,8,POOR,Actual
2017,2017-08-20,6,POOR,5-Year Avg
2017,2017-08-20,5,POOR,Actual
2017,2017-08-27,6,POOR,5-Year Avg
2017,2017-08-27,7,POOR,Actual
2017,2017-09-03,7,POOR,5-Year Avg
2017,2017-09-03,5,POOR,Actual
2017,2017-09-10,8,POOR,5-Year Avg
2017,2017-09-10,7,POOR,Actual
2017,2017-09-17,9,POOR,5-Year Avg
2017,2017-09-17,7,POOR,Actual
2017,2017-09-24,8,POOR,5-Year Avg
2017,2017-09-24,7,POOR,Actual
2017,2017-10-01,9,POOR,5-Year Avg
2017,2017-10-01,7,POOR,Actual
2017,2017-10-08,8,POOR,5-Year Avg
2017,2017-10-08,2,POOR,Actual
2017,2017-10-15,8,POOR,5-Year Avg
2017,2017-10-15,3,POOR,Actual
2017,2017-10-22,9,POOR,5-Year Avg
2017,2017-10-22,7,POOR,Actual
2017,2017-10-29,10,POOR,5-Year Avg
2017,2017-10-29,5,POOR,Actual
2017,2017-11-05,2,POOR,Actual
2017,2017-06-11,0,VERY POOR,Actual
2017,2017-06-18,0,VERY POOR,Actual
2017,2017-06-25,1,VERY POOR,5-Year Avg
2017,2017-06-25,0,VERY POOR,Actual
2017,2017-07-02,1,VERY POOR,5-Year Avg
2017,2017-07-02,1,VERY POOR,Actual
2017,2017-07-09,1,VERY POOR,5-Year Avg
2017,2017-07-09,1,VERY POOR,Actual
2017,2017-07-16,1,VERY POOR,5-Year Avg
2017,2017-07-16,1,VERY POOR,Actual
2017,2017-07-23,1,VERY POOR,5-Year Avg
2017,2017-07-23,2,VERY POOR,Actual
2017,2017-07-30,1,VERY POOR,5-Year Avg
2017,2017-07-30,2,VERY POOR,Actual
2017,2017-08-06,1,VERY POOR,5-Year Avg
2017,2017-08-06,3,VERY POOR,Actual
2017,2017-08-13,1,VERY POOR,5-Year Avg
2017,2017-08-13,2,VERY POOR,Actual
2017,2017-08-20,1,VERY POOR,5-Year Avg
2017,2017-08-20,2,VERY POOR,Actual
2017,2017-08-27,1,VERY POOR,5-Year Avg
2017,2017-08-27,2,VERY POOR,Actual
2017,2017-09-03,1,VERY POOR,5-Year Avg
2017,2017-09-03,1,VERY POOR,Actual
2017,2017-09-10,1,VERY POOR,5-Year Avg
2017,2017-09-10,0,VERY POOR,Actual
2017,2017-09-17,0,VERY POOR,5-Year Avg
2017,2017-09-17,0,VERY POOR,Actual
2017,2017-09-24,1,VERY POOR,5-Year Avg
2017,2017-09-24,1,VERY POOR,Actual
2017,2017-10-01,1,VERY POOR,5-Year Avg
2017,2017-10-01,1,VERY POOR,Actual
2017,2017-10-08,1,VERY POOR,5-Year Avg
2017,2017-10-08,1,VERY POOR,Actual
2017,2017-10-15,1,VERY POOR,5-Year Avg
2017,2017-10-15,1,VERY POOR,Actual
2017,2017-10-22,1,VERY POOR,5-Year Avg
2017,2017-10-22,2,VERY POOR,Actual
2017,2017-10-29,1,VERY POOR,5-Year Avg
2017,2017-10-29,2,VERY POOR,Actual
2017,2017-11-05,0,VERY POOR,Actual
2018,2018-06-17,7,EXCELLENT,Actual
2018,2018-06-24,9,EXCELLENT,5-Year Avg
2018,2018-06-24,7,EXCELLENT,Actual
2018,2018-07-01,11,EXCELLENT,5-Year Avg
2018,2018-07-01,4,EXCELLENT,Actual
2018,2018-07-08,10,EXCELLENT,5-Year Avg
2018,2018-07-08,3,EXCELLENT,Actual
2018,2018-07-15,11,EXCELLENT,5-Year Avg
2018,2018-07-15,5,EXCELLENT,Actual
2018,2018-07-22,11,EXCELLENT,5-Year Avg
2018,2018-07-22,7,EXCELLENT,Actual
2018,2018-07-29,13,EXCELLENT,5-Year Avg
2018,2018-07-29,5,EXCELLENT,Actual
2018,2018-08-05,14,EXCELLENT,5-Year Avg
2018,2018-08-05,6,EXCELLENT,Actual
2018,2018-08-12,16,EXCELLENT,5-Year Avg
2018,2018-08-12,8,EXCELLENT,Actual
2018,2018-08-19,15,EXCELLENT,5-Year Avg
2018,2018-08-19,10,EXCELLENT,Actual
2018,2018-08-26,15,EXCELLENT,5-Year Avg
2018,2018-08-26,12,EXCELLENT,Actual
2018,2018-09-02,14,EXCELLENT,5-Year Avg
2018,2018-09-02,9,EXCELLENT,Actual
2018,2018-09-09,14,EXCELLENT,5-Year Avg
2018,2018-09-09,6,EXCELLENT,Actual
2018,2018-09-16,13,EXCELLENT,5-Year Avg
2018,2018-09-16,7,EXCELLENT,Actual
2018,2018-09-23,13,EXCELLENT,5-Year Avg
2018,2018-09-23,7,EXCELLENT,Actual
2018,2018-09-30,10,EXCELLENT,5-Year Avg
2018,2018-09-30,9,EXCELLENT,Actual
2018,2018-10-07,10,EXCELLENT,5-Year Avg
2018,2018-10-07,7,EXCELLENT,Actual
2018,2018-10-14,10,EXCELLENT,5-Year Avg
2018,2018-10-14,2,EXCELLENT,Actual
2018,2018-10-21,10,EXCELLENT,5-Year Avg
2018,2018-10-21,4,EXCELLENT,Actual
2018,2018-10-28,11,EXCELLENT,5-Year Avg
2018,2018-10-28,8,EXCELLENT,Actual
2018,2018-11-04,11,EXCELLENT,5-Year Avg
2018,2018-11-04,5,EXCELLENT,Actual
2018,2018-06-17,19,FAIR,Actual
2018,2018-06-24,21,FAIR,5-Year Avg
2018,2018-06-24,19,FAIR,Actual
2018,2018-07-01,19,FAIR,5-Year Avg
2018,2018-07-01,18,FAIR,Actual
2018,2018-07-08,19,FAIR,5-Year Avg
2018,2018-07-08,18,FAIR,Actual
2018,2018-07-15,21,FAIR,5-Year Avg
2018,2018-07-15,27,FAIR,Actual
2018,2018-07-22,22,FAIR,5-Year Avg
2018,2018-07-22,27,FAIR,Actual
2018,2018-07-29,21,FAIR,5-Year Avg
2018,2018-07-29,22,FAIR,Actual
2018,2018-08-05,20,FAIR,5-Year Avg
2018,2018-08-05,17,FAIR,Actual
2018,2018-08-12,22,FAIR,5-Year Avg
2018,2018-08-12,18,FAIR,Actual
2018,2018-08-19,20,FAIR,5-Year Avg
2018,2018-08-19,21,FAIR,Actual
2018,2018-08-26,21,FAIR,5-Year Avg
2018,2018-08-26,22,FAIR,Actual
2018,2018-09-02,22,FAIR,5-Year Avg
2018,2018-09-02,22,FAIR,Actual
2018,2018-09-09,24,FAIR,5-Year Avg
2018,2018-09-09,21,FAIR,Actual
2018,2018-09-16,25,FAIR,5-Year Avg
2018,2018-09-16,20,FAIR,Actual
2018,2018-09-23,27,FAIR,5-Year Avg
2018,2018-09-23,28,FAIR,Actual
2018,2018-09-30,26,FAIR,5-Year Avg
2018,2018-09-30,35,FAIR,Actual
2018,2018-10-07,27,FAIR,5-Year Avg
2018,2018-10-07,30,FAIR,Actual
2018,2018-10-14,26,FAIR,5-Year Avg
2018,2018-10-14,32,FAIR,Actual
2018,2018-10-21,27,FAIR,5-Year Avg
2018,2018-10-21,28,FAIR,Actual
2018,2018-10-28,26,FAIR,5-Year Avg
2018,2018-10-28,25,FAIR,Actual
2018,2018-11-04,26,FAIR,5-Year Avg
2018,2018-11-04,32,FAIR,Actual
2018,2018-06-17,69,GOOD,Actual
2018,2018-06-24,67,GOOD,5-Year Avg
2018,2018-06-24,66,GOOD,Actual
2018,2018-07-01,66,GOOD,5-Year Avg
2018,2018-07-01,69,GOOD,Actual
2018,2018-07-08,68,GOOD,5-Year Avg
2018,2018-07-08,71,GOOD,Actual
2018,2018-07-15,64,GOOD,5-Year Avg
2018,2018-07-15,58,GOOD,Actual
2018,2018-07-22,61,GOOD,5-Year Avg
2018,2018-07-22,60,GOOD,Actual
2018,2018-07-29,59,GOOD,5-Year Avg
2018,2018-07-29,66,GOOD,Actual
2018,2018-08-05,60,GOOD,5-Year Avg
2018,2018-08-05,72,GOOD,Actual
2018,2018-08-12,56,GOOD,5-Year Avg
2018,2018-08-12,66,GOOD,Actual
2018,2018-08-19,59,GOOD,5-Year Avg
2018,2018-08-19,61,GOOD,Actual
2018,2018-08-26,57,GOOD,5-Year Avg
2018,2018-08-26,58,GOOD,Actual
2018,2018-09-02,56,GOOD,5-Year Avg
2018,2018-09-02,61,GOOD,Actual
2018,2018-09-09,53,GOOD,5-Year Avg
2018,2018-09-09,66,GOOD,Actual
2018,2018-09-16,52,GOOD,5-Year Avg
2018,2018-09-16,64,GOOD,Actual
2018,2018-09-23,50,GOOD,5-Year Avg
2018,2018-09-23,55,GOOD,Actual
2018,2018-09-30,54,GOOD,5-Year Avg
2018,2018-09-30,48,GOOD,Actual
2018,2018-10-07,54,GOOD,5-Year Avg
2018,2018-10-07,52,GOOD,Actual
2018,2018-10-14,54,GOOD,5-Year Avg
2018,2018-10-14,47,GOOD,Actual
2018,2018-10-21,52,GOOD,5-Year Avg
2018,2018-10-21,53,GOOD,Actual
2018,2018-10-28,51,GOOD,5-Year Avg
2018,2018-10-28,56,GOOD,Actual
2018,2018-11-04,53,GOOD,5-Year Avg
2018,2018-11-04,47,GOOD,Actual
2018,2018-06-17,4,POOR,Actual
2018,2018-06-24,3,POOR,5-Year Avg
2018,2018-06-24,6,POOR,Actual
2018,2018-07-01,3,POOR,5-Year Avg
2018,2018-07-01,7,POOR,Actual
2018,2018-07-08,3,POOR,5-Year Avg
2018,2018-07-08,7,POOR,Actual
2018,2018-07-15,4,POOR,5-Year Avg
2018,2018-07-15,9,POOR,Actual
2018,2018-07-22,5,POOR,5-Year Avg
2018,2018-07-22,5,POOR,Actual
2018,2018-07-29,6,POOR,5-Year Avg
2018,2018-07-29,6,POOR,Actual
2018,2018-08-05,5,POOR,5-Year Avg
2018,2018-08-05,4,POOR,Actual
2018,2018-08-12,5,POOR,5-Year Avg
2018,2018-08-12,6,POOR,Actual
2018,2018-08-19,5,POOR,5-Year Avg
2018,2018-08-19,6,POOR,Actual
2018,2018-08-26,6,POOR,5-Year Avg
2018,2018-08-26,6,POOR,Actual
2018,2018-09-02,7,POOR,5-Year Avg
2018,2018-09-02,6,POOR,Actual
2018,2018-09-09,8,POOR,5-Year Avg
2018,2018-09-09,5,POOR,Actual
2018,2018-09-16,10,POOR,5-Year Avg
2018,2018-09-16,7,POOR,Actual
2018,2018-09-23,9,POOR,5-Year Avg
2018,2018-09-23,8,POOR,Actual
2018,2018-09-30,9,POOR,5-Year Avg
2018,2018-09-30,6,POOR,Actual
2018,2018-10-07,8,POOR,5-Year Avg
2018,2018-10-07,9,POOR,Actual
2018,2018-10-14,9,POOR,5-Year Avg
2018,2018-10-14,16,POOR,Actual
2018,2018-10-21,10,POOR,5-Year Avg
2018,2018-10-21,12,POOR,Actual
2018,2018-10-28,10,POOR,5-Year Avg
2018,2018-10-28,9,POOR,Actual
2018,2018-11-04,9,POOR,5-Year Avg
2018,2018-11-04,13,POOR,Actual
2018,2018-06-17,1,VERY POOR,Actual
2018,2018-06-24,0,VERY POOR,5-Year Avg
2018,2018-06-24,2,VERY POOR,Actual
2018,2018-07-01,1,VERY POOR,5-Year Avg
2018,2018-07-01,2,VERY POOR,Actual
2018,2018-07-08,0,VERY POOR,5-Year Avg
2018,2018-07-08,1,VERY POOR,Actual
2018,2018-07-15,0,VERY POOR,5-Year Avg
2018,2018-07-15,1,VERY POOR,Actual
2018,2018-07-22,1,VERY POOR,5-Year Avg
2018,2018-07-22,1,VERY POOR,Actual
2018,2018-07-29,1,VERY POOR,5-Year Avg
2018,2018-07-29,1,VERY POOR,Actual
2018,2018-08-05,1,VERY POOR,5-Year Avg
2018,2018-08-05,1,VERY POOR,Actual
2018,2018-08-12,1,VERY POOR,5-Year Avg
2018,2018-08-12,2,VERY POOR,Actual
2018,2018-08-19,1,VERY POOR,5-Year Avg
2018,2018-08-19,2,VERY POOR,Actual
2018,2018-08-26,1,VERY POOR,5-Year Avg
2018,2018-08-26,2,VERY POOR,Actual
2018,2018-09-02,1,VERY POOR,5-Year Avg
2018,2018-09-02,2,VERY POOR,Actual
2018,2018-09-09,1,VERY POOR,5-Year Avg
2018,2018-09-09,2,VERY POOR,Actual
2018,2018-09-16,0,VERY POOR,5-Year Avg
2018,2018-09-16,2,VERY POOR,Actual
2018,2018-09-23,1,VERY POOR,5-Year Avg
2018,2018-09-23,2,VERY POOR,Actual
2018,2018-09-30,1,VERY POOR,5-Year Avg
2018,2018-09-30,2,VERY POOR,Actual
2018,2018-10-07,1,VERY POOR,5-Year Avg
2018,2018-10-07,2,VERY POOR,Actual
2018,2018-10-14,1,VERY POOR,5-Year Avg
2018,2018-10-14,3,VERY POOR,Actual
2018,2018-10-21,1,VERY POOR,5-Year Avg
2018,2018-10-21,3,VERY POOR,Actual
2018,2018-10-28,2,VERY POOR,5-Year Avg
2018,2018-10-28,2,VERY POOR,Actual
2018,2018-11-04,1,VERY POOR,5-Year Avg
2018,2018-11-04,3,VERY POOR,Actual
2019,2019-06-09,7,EXCELLENT,Actual
2019,2019-06-16,6,EXCELLENT,Actual
2019,2019-06-23,8,EXCELLENT,5-Year Avg
2019,2019-06-23,6,EXCELLENT,Actual
2019,2019-06-30,8,EXCELLENT,5-Year Avg
2019,2019-06-30,2,EXCELLENT,Actual
2019,2019-07-07,8,EXCELLENT,5-Year Avg
2019,2019-07-07,2,EXCELLENT,Actual
2019,2019-07-14,9,EXCELLENT,5-Year Avg
2019,2019-07-14,10,EXCELLENT,Actual
2019,2019-07-21,9,EXCELLENT,5-Year Avg
2019,2019-07-21,16,EXCELLENT,Actual
2019,2019-07-28,10,EXCELLENT,5-Year Avg
2019,2019-07-28,12,EXCELLENT,Actual
2019,2019-08-04,11,EXCELLENT,5-Year Avg
2019,2019-08-04,4,EXCELLENT,Actual
2019,2019-08-11,13,EXCELLENT,5-Year Avg
2019,2019-08-11,12,EXCELLENT,Actual
2019,2019-08-18,13,EXCELLENT,5-Year Avg
2019,2019-08-18,9,EXCELLENT,Actual
2019,2019-08-25,13,EXCELLENT,5-Year Avg
2019,2019-08-25,13,EXCELLENT,Actual
2019,2019-09-01,12,EXCELLENT,5-Year Avg
2019,2019-09-01,15,EXCELLENT,Actual
2019,2019-09-08,11,EXCELLENT,5-Year Avg
2019,2019-09-08,18,EXCELLENT,Actual
2019,2019-09-15,12,EXCELLENT,5-Year Avg
2019,2019-09-15,7,EXCELLENT,Actual
2019,2019-09-22,11,EXCELLENT,5-Year Avg
2019,2019-09-22,5,EXCELLENT,Actual
2019,2019-09-29,9,EXCELLENT,5-Year Avg
2019,2019-09-29,5,EXCELLENT,Actual
2019,2019-10-06,10,EXCELLENT,5-Year Avg
2019,2019-10-06,5,EXCELLENT,Actual
2019,2019-10-13,9,EXCELLENT,5-Year Avg
2019,2019-10-13,4,EXCELLENT,Actual
2019,2019-10-20,8,EXCELLENT,5-Year Avg
2019,2019-10-20,4,EXCELLENT,Actual
2019,2019-10-27,10,EXCELLENT,5-Year Avg
2019,2019-10-27,4,EXCELLENT,Actual
2019,2019-06-09,12,FAIR,Actual
2019,2019-06-16,13,FAIR,Actual
2019,2019-06-23,21,FAIR,5-Year Avg
2019,2019-06-23,17,FAIR,Actual
2019,2019-06-30,19,FAIR,5-Year Avg
2019,2019-06-30,22,FAIR,Actual
2019,2019-07-07,19,FAIR,5-Year Avg
2019,2019-07-07,31,FAIR,Actual
2019,2019-07-14,23,FAIR,5-Year Avg
2019,2019-07-14,30,FAIR,Actual
2019,2019-07-21,25,FAIR,5-Year Avg
2019,2019-07-21,26,FAIR,Actual
2019,2019-07-28,22,FAIR,5-Year Avg
2019,2019-07-28,29,FAIR,Actual
2019,2019-08-04,20,FAIR,5-Year Avg
2019,2019-08-04,33,FAIR,Actual
2019,2019-08-11,22,FAIR,5-Year Avg
2019,2019-08-11,30,FAIR,Actual
2019,2019-08-18,22,FAIR,5-Year Avg
2019,2019-08-18,27,FAIR,Actual
2019,2019-08-25,23,FAIR,5-Year Avg
2019,2019-08-25,29,FAIR,Actual
2019,2019-09-01,24,FAIR,5-Year Avg
2019,2019-09-01,28,FAIR,Actual
2019,2019-09-08,25,FAIR,5-Year Avg
2019,2019-09-08,27,FAIR,Actual
2019,2019-09-15,25,FAIR,5-Year Avg
2019,2019-09-15,40,FAIR,Actual
2019,2019-09-22,28,FAIR,5-Year Avg
2019,2019-09-22,44,FAIR,Actual
2019,2019-09-29,29,FAIR,5-Year Avg
2019,2019-09-29,37,FAIR,Actual
2019,2019-10-06,28,FAIR,5-Year Avg
2019,2019-10-06,35,FAIR,Actual
2019,2019-10-13,27,FAIR,5-Year Avg
2019,2019-10-13,43,FAIR,Actual
2019,2019-10-20,28,FAIR,5-Year Avg
2019,2019-10-20,42,FAIR,Actual
2019,2019-10-27,27,FAIR,5-Year Avg
2019,2019-10-27,44,FAIR,Actual
2019,2019-06-09,79,GOOD,Actual
2019,2019-06-16,80,GOOD,Actual
2019,2019-06-23,66,GOOD,5-Year Avg
2019,2019-06-23,76,GOOD,Actual
2019,2019-06-30,69,GOOD,5-Year Avg
2019,2019-06-30,73,GOOD,Actual
2019,2019-07-07,69,GOOD,5-Year Avg
2019,2019-07-07,64,GOOD,Actual
2019,2019-07-14,63,GOOD,5-Year Avg
2019,2019-07-14,55,GOOD,Actual
2019,2019-07-21,60,GOOD,5-Year Avg
2019,2019-07-21,53,GOOD,Actual
2019,2019-07-28,60,GOOD,5-Year Avg
2019,2019-07-28,51,GOOD,Actual
2019,2019-08-04,63,GOOD,5-Year Avg
2019,2019-08-04,54,GOOD,Actual
2019,2019-08-11,58,GOOD,5-Year Avg
2019,2019-08-11,52,GOOD,Actual
2019,2019-08-18,58,GOOD,5-Year Avg
2019,2019-08-18,60,GOOD,Actual
2019,2019-08-25,56,GOOD,5-Year Avg
2019,2019-08-25,51,GOOD,Actual
2019,2019-09-01,55,GOOD,5-Year Avg
2019,2019-09-01,50,GOOD,Actual
2019,2019-09-08,54,GOOD,5-Year Avg
2019,2019-09-08,49,GOOD,Actual
2019,2019-09-15,52,GOOD,5-Year Avg
2019,2019-09-15,40,GOOD,Actual
2019,2019-09-22,50,GOOD,5-Year Avg
2019,2019-09-22,34,GOOD,Actual
2019,2019-09-29,51,GOOD,5-Year Avg
2019,2019-09-29,30,GOOD,Actual
2019,2019-10-06,52,GOOD,5-Year Avg
2019,2019-10-06,35,GOOD,Actual
2019,2019-10-13,51,GOOD,5-Year Avg
2019,2019-10-13,36,GOOD,Actual
2019,2019-10-20,51,GOOD,5-Year Avg
2019,2019-10-20,35,GOOD,Actual
2019,2019-10-27,50,GOOD,5-Year Avg
2019,2019-10-27,33,GOOD,Actual
2019,2019-06-09,2,POOR,Actual
2019,2019-06-16,1,POOR,Actual
2019,2019-06-23,4,POOR,5-Year Avg
2019,2019-06-23,1,POOR,Actual
2019,2019-06-30,3,POOR,5-Year Avg
2019,2019-06-30,2,POOR,Actual
2019,2019-07-07,4,POOR,5-Year Avg
2019,2019-07-07,3,POOR,Actual
2019,2019-07-14,5,POOR,5-Year Avg
2019,2019-07-14,5,POOR,Actual
2019,2019-07-21,5,POOR,5-Year Avg
2019,2019-07-21,3,POOR,Actual
